id	type	vector
dd7dc0b0-2f48-4218-96bc-d04c3dc122ab	outbound	[-0.7521186224433922, 0.6590277518996098, -2.0673978442623012e-09]
9db084f6-73e1-456f-b644-3d9711813323	rest	[-0.6575169633489141, -0.7534397407280976, -2.1069481265822924e-10]
2ed48630-6c01-4a96-99bd-8e8968a858e0	rest	[-0.704254710243484, 0.7099473946003791, 7.351440204818504e-11]
d057bf3b-90de-4d3e-a5ed-4d3bc020b1c7	return	[0.8978847478094768, -0.440230598267672, 7.616120706146433e-11]
68685062-e98c-4f3f-8a3f-fe27510361ac	outbound	[0.3626551664432886, -0.9319234036400152, -3.7813202782781664e-10]
74542195-728d-4791-87d6-5488a86a8c4e	rest	[0.3596316079301369, -0.9330943717425283, -1.8529068391975434e-09]
4beb700c-3ab4-4440-bc61-0bc11e283f2f	outbound	[0.22837700363737365, 0.9735727729397607, 1.4057692733763158e-09]
dbb2212d-5fab-4c3e-ae10-d9a9ccb6f345	outbound	[-0.6189442326871907, 0.7854349348120853, 5.824271163964104e-09]
b4874646-29df-442d-b4ec-7c13f907020f	outbound	[0.9376243370058315, -0.3476501152802553, 2.368171493176597e-10]
15028cdb-b01b-4669-bd58-29b362bc1cb3	rest	[-0.8080659705353005, 0.5890920023755568, -2.6401857611231073e-09]
e3460a15-0b84-4b7f-af40-57871972ccfd	rest	[0.046349823910744437, 0.9989252693887781, 2.6971301009199975e-09]
fa4b7695-4fe6-4ea3-bf62-3d8cf3995b69	return	[-0.24979964133077487, -0.9682975468269122, -3.1987296964940207e-09]
06cd6b56-479c-401a-af78-bbe8eba94c8b	rest	[0.9498273319624597, -0.31277474235793873, -9.078480669483618e-11]
dc24735a-f1cc-46e6-afe1-32a5154bfd04	return	[0.3680925494760462, -0.9297891562178086, 6.48703734109566e-11]
30ef8355-bd71-4857-b0e4-8a38ec3c21b0	outbound	[-0.9792586465694639, -0.20261417304557483, 4.739468827786348e-10]
e6a39ad1-8f2f-49fb-ba0e-a318e7efa53d	outbound	[-0.30250236110961065, 0.9531486355879186, -4.466367519842396e-09]
bd189421-7192-4b6c-a183-ba39fb09d31d	rest	[-0.8742180427178599, 0.48553353518222986, 2.6561189867348165e-08]
06cd6b56-479c-401a-af78-bbe8eba94c8b	return	[-0.6207529018151088, 0.7840062722249879, -6.131952719899886e-09]
45099d6a-74cb-4982-848c-9f5854fbb915	outbound	[0.015226808155424902, -0.9998840654362873, 1.569442938936051e-23]
fdf9241d-e0c1-4ebf-9309-22fc1dc68c2c	outbound	[-0.30002450605628084, 0.9539314942728774, -5.835813310346347e-09]
d60dcb4f-3179-45b8-80d2-6086813c7b85	outbound	[0.0399064843157233, 0.999203418984122, -2.6423657988825552e-09]
3c6110ba-c4b2-4fe7-95d9-93b6b4eadc76	outbound	[0.9908221895471769, 0.13517170081395813, -5.457656625056513e-09]
efa936a4-dba9-48ca-b4c5-31a51f38bc2f	outbound	[-0.8323707782002914, 0.5542191692807469, 1.0639469335108374e-09]
dbb2212d-5fab-4c3e-ae10-d9a9ccb6f345	rest	[0.23809657430488695, -0.9712414845465969, 8.131544923916595e-10]
2ed48630-6c01-4a96-99bd-8e8968a858e0	return	[-0.994758264526396, -0.10225456056544724, 3.13263908368362e-10]
dd7dc0b0-2f48-4218-96bc-d04c3dc122ab	rest	[-0.7359575002333669, 0.6770277378736071, -1.5502589115983132e-10]
929925af-d365-45f5-b3b7-79a263d88f9c	outbound	[-0.895198711314743, 0.44566721582412056, -1.3375794362455023e-09]
006d3d9e-46a9-48ef-8828-46d48e4d00aa	outbound	[0.24780731918463955, -0.9688093375677805, 2.0971069301218613e-08]
c28d95bd-19a4-4a46-8812-eeab60f5b534	outbound	[-0.8124923311413568, 0.5829718791129493, -2.479984706252811e-08]
93eac7a7-36f7-4d6b-af21-fc431817a73c	return	[0.8188965629076431, -0.5739411287388698, -2.865471294351377e-09]
49f22160-d060-4fbe-8b98-2ee2e1c47304	outbound	[0.98382761269417, -0.17911791786555104, -2.585673839104953e-09]
e48678cc-f052-438d-882d-389b69c4d756	outbound	[0.7609443951200112, -0.6488170986768464, -2.37439984763904e-09]
15028cdb-b01b-4669-bd58-29b362bc1cb3	return	[-0.4505501813254842, 0.8927511042320659, 2.4039358658255772e-08]
e3460a15-0b84-4b7f-af40-57871972ccfd	return	[-0.8512162806707827, 0.5248150564922841, 8.141657192826081e-11]
9bbdc12d-8383-4dfa-b438-ed0e30e47b31	return	[-0.08494104272042541, -0.9963859790570957, 2.7055525690709237e-11]
f83751ac-41b6-49f5-a414-c575a8eccca1	outbound	[0.9945865006275134, 0.1039119471933671, 2.95441302793469e-09]
ca441dd7-3be5-49ad-b52c-d9db72fea335	outbound	[-0.8411823578830245, -0.5407515518113243, -4.971494993313715e-09]
afcbb769-7f0e-441a-b94e-a8af2589e252	return	[0.5665002841780549, 0.824061543834065, -2.8565358497261878e-12]
929925af-d365-45f5-b3b7-79a263d88f9c	rest	[0.12729359076812086, 0.9918650824327663, -1.6864682360254308e-10]
45099d6a-74cb-4982-848c-9f5854fbb915	rest	[0.8627301748842597, 0.5056645581254184, 8.810224447081459e-28]
dd7dc0b0-2f48-4218-96bc-d04c3dc122ab	return	[0.7192204982307521, -0.6947818901818821, -1.88717350946472e-10]
fdf9241d-e0c1-4ebf-9309-22fc1dc68c2c	rest	[-0.6587764229508918, -0.7523387698131924, 7.57188232143659e-09]
1ef61fb3-2c68-4a80-b658-4a4a5c42da61	outbound	[0.3804726451372382, -0.92479217465454, -2.0620094921793653e-09]
006d3d9e-46a9-48ef-8828-46d48e4d00aa	rest	[-0.3296664422610741, 0.9440974721112889, -1.1276792167947478e-12]
68685062-e98c-4f3f-8a3f-fe27510361ac	rest	[-0.887172721422379, 0.4614374956199484, -1.403943967958491e-10]
de5981f8-8a27-42df-b9a3-a929abcc6756	outbound	[-0.9832653214322247, -0.1821793283245497, -5.99430725666968e-09]
a8816361-37dc-4e3c-b6fb-f6c7b5a8ac8f	outbound	[-0.3896597537481868, 0.9209588895867733, -2.620752977860235e-11]
45099d6a-74cb-4982-848c-9f5854fbb915	return	[-0.880541498738274, -0.4739690591164725, 2.8827620216184717e-10]
f83751ac-41b6-49f5-a414-c575a8eccca1	rest	[-0.3036871958067052, 0.9527717917230019, 1.3597052917370344e-10]
d60dcb4f-3179-45b8-80d2-6086813c7b85	rest	[0.13020049015789875, 0.9914876864402511, -3.06640122168453e-08]
68685062-e98c-4f3f-8a3f-fe27510361ac	return	[0.8499067538199105, -0.5269331170189453, 4.0496880042523735e-10]
006d3d9e-46a9-48ef-8828-46d48e4d00aa	return	[0.3417357632402425, -0.9397960779459602, 4.3236402055349293e-13]
501168d8-8429-46a5-b577-3f439ca84988	return	[0.989735992619455, -0.142907889612792, -3.8065963355644656e-10]
dbb2212d-5fab-4c3e-ae10-d9a9ccb6f345	return	[-0.5986585673725433, 0.8010043194087371, -7.003150278646007e-12]
ae940837-5b36-4061-8a0c-e1e3de5d0dab	outbound	[-0.9925025257529744, 0.12222412353527612, -4.613234496828017e-10]
98461f9b-164a-4a85-87af-3c825d975909	outbound	[-0.8814373569691099, 0.47230094827271935, 3.310975301384283e-09]
fdf9241d-e0c1-4ebf-9309-22fc1dc68c2c	return	[-0.0763798436376063, -0.9970787930178312, -5.048162849939422e-12]
7fc491d6-2258-46b6-b66f-b5e32917decb	outbound	[0.40872135034556084, 0.9126592232436495, -7.070162511537953e-10]
47888d79-1e84-401a-8b16-801a6ea15359	outbound	[-0.022087636832269664, 0.9997560383909494, -1.663218787429363e-09]
72db7376-8dc7-4fe5-bf3a-687b28bd53c6	outbound	[-0.8322013621896304, 0.5544735275644128, 1.066726280345841e-08]
078405e6-8846-44b3-8ec1-85ea37b39424	outbound	[-0.5439549612077859, 0.8391144142352913, -3.24824225083679e-09]
57a3b1a0-f02d-4492-bbf9-12cc881b231e	outbound	[0.9911178370621841, -0.1329865897644505, -5.389818009657064e-10]
49f22160-d060-4fbe-8b98-2ee2e1c47304	rest	[-0.9862678836297898, -0.16515344901156376, 2.016542340620589e-12]
6739481b-4897-42d1-897b-bc1f4e4c63c1	outbound	[-0.12475983934527518, -0.9921869695206348, -1.031875282701322e-09]
a1409f8c-1670-4edd-9c8f-84e5ea6c9d64	outbound	[-0.15884809941259986, -0.987303034186062, 4.8194750960883176e-09]
a8816361-37dc-4e3c-b6fb-f6c7b5a8ac8f	rest	[-0.9938708351443509, 0.11054756012445643, -1.3229695804030642e-11]
1ef61fb3-2c68-4a80-b658-4a4a5c42da61	rest	[-0.3213613518484968, -0.9469566418469787, 2.853992510145055e-10]
1e9adecf-f946-4784-a3aa-7f6d76e01282	outbound	[0.9326032823047214, -0.36090319731814474, -1.7068156530796328e-08]
de5981f8-8a27-42df-b9a3-a929abcc6756	rest	[0.9702923971941051, -0.24193524742649078, 3.387789143164025e-11]
519b54f5-ff31-41c0-9860-c0d74e379858	outbound	[0.04802247089345906, -0.9988462555815518, 9.096352388103447e-10]
bca9f8cb-f5a1-4478-9dfe-4aa46c303dad	rest	[-0.7559393819912832, -0.654641620090441, 8.335532810580507e-11]
91b7930a-c3ab-491f-9370-c0d4309491ac	rest	[0.8264135155948561, 0.5630636742342294, 2.418811936365099e-10]
7be703ba-cf5f-4175-ac01-4b48eb861472	outbound	[0.386756597528197, 0.9221818336252413, -8.258008886422637e-09]
09ef3e03-c9ef-4c2c-bc51-c6d405444d6a	rest	[0.9917169575411354, -0.1284425012422047, -1.0961546181264817e-09]
70536226-2791-43be-a847-72d2edf1c0c8	outbound	[-0.8668075224889681, -0.49864287717417227, 1.0871189290800904e-08]
aa683f30-71f8-4ff1-8fa5-5fbca2dca2e6	outbound	[0.999735291094232, 0.023007558339192352, -6.127948889289073e-09]
1ef61fb3-2c68-4a80-b658-4a4a5c42da61	return	[-0.16616050582716002, 0.9860987203638703, -8.845450745477493e-11]
c094a56f-6edb-412c-b94a-2b247bd547f5	outbound	[0.7431431946983081, -0.6691324175180817, -1.0124663167107558e-08]
ae940837-5b36-4061-8a0c-e1e3de5d0dab	rest	[0.7376154618552748, -0.6752210233931034, -3.20512703977121e-10]
7c400d8c-0aba-4c32-bafd-d90d826e4fd8	outbound	[-0.28614995273312616, 0.9581848488422416, 1.734100673391456e-08]
72db7376-8dc7-4fe5-bf3a-687b28bd53c6	rest	[0.997502657184951, 0.0706289523422392, 7.936404027905078e-11]
929925af-d365-45f5-b3b7-79a263d88f9c	return	[-0.5441867979919794, -0.8389640808111134, -4.418773676483781e-11]
f8de35b8-31d0-4361-82ff-009b3fee5238	outbound	[-0.2896387801397416, 0.9571360284929006, 6.1027406303828346e-09]
57a3b1a0-f02d-4492-bbf9-12cc881b231e	rest	[0.5578273141135778, -0.8299570396284568, -4.803868701454046e-11]
1e49ea59-0537-4d35-a43f-1f9be812f37c	outbound	[0.8080594829342093, -0.5891009014083225, -4.202952819172563e-09]
37bd3b47-fba2-4e3d-8f37-a39d3bb73a30	outbound	[0.4779431530156523, 0.878390768670446, 9.664640649463894e-10]
de5981f8-8a27-42df-b9a3-a929abcc6756	return	[-0.04476041780004443, 0.9989977502468986, -9.636752112738827e-09]
a184eedb-a83c-48c0-af73-7b6dd8549d2a	outbound	[0.4121956547367029, -0.9110953529769436, 3.193528849452683e-23]
12dc84c3-bd68-4d62-9973-84d9fc3ec205	outbound	[0.9980899967787071, -0.061776681120634225, -1.4715933586220076e-09]
e1433e86-867d-42c6-bc41-2d4f4c712d8a	outbound	[0.7527367778101666, -0.6583216108650601, -3.533660257140123e-09]
a1409f8c-1670-4edd-9c8f-84e5ea6c9d64	rest	[0.8285032413825675, -0.5599842667598609, -1.4710228911035804e-13]
28c9f9b8-ca09-47e9-9fea-f08f636b44fb	outbound	[-0.5110423144962115, 0.8595555553856626, 3.7491236455884334e-24]
bca9f8cb-f5a1-4478-9dfe-4aa46c303dad	return	[-0.6792430001417533, -0.7339134463670973, -3.2024949794616074e-10]
91b7930a-c3ab-491f-9370-c0d4309491ac	return	[-0.5986389415250506, 0.8010189870969148, 2.576102479974733e-10]
7be703ba-cf5f-4175-ac01-4b48eb861472	rest	[0.9059806008930991, -0.42331920675227963, -1.2285657003130961e-10]
aa683f30-71f8-4ff1-8fa5-5fbca2dca2e6	rest	[-0.5891801568930439, 0.8080016972280983, 2.4707496915675515e-08]
72db7376-8dc7-4fe5-bf3a-687b28bd53c6	return	[-0.8893072737000485, -0.4573101496186007, 3.3785469934906663e-09]
9db084f6-73e1-456f-b644-3d9711813323	return	[-0.7378256470033753, -0.6749913441104638, -5.291788625382525e-12]
1e9adecf-f946-4784-a3aa-7f6d76e01282	rest	[0.7425940524685579, 0.6697417959470087, -7.25857590025259e-11]
ae940837-5b36-4061-8a0c-e1e3de5d0dab	return	[-0.8937697365698327, -0.4485260951069539, -1.677153848573993e-09]
47888d79-1e84-401a-8b16-801a6ea15359	rest	[-0.4846122865376308, -0.8747290619024665, -3.3394860901170673e-09]
7c400d8c-0aba-4c32-bafd-d90d826e4fd8	rest	[0.30353662523834024, 0.9528197715932009, -1.0441404193479806e-08]
f8de35b8-31d0-4361-82ff-009b3fee5238	rest	[0.032301462570939354, -0.9994781716054523, 2.5387524418450133e-23]
f11b4c68-27ee-49d2-9656-e46c20607e17	outbound	[0.6828611637008993, -0.7305481716554039, 5.056213559913849e-09]
aa683f30-71f8-4ff1-8fa5-5fbca2dca2e6	return	[0.6693778241710104, -0.7429221550795774, -2.2620143301422794e-09]
57a3b1a0-f02d-4492-bbf9-12cc881b231e	return	[0.49052357331052815, -0.8714279224506589, 1.5821208590107185e-11]
9fad8d1b-8b67-4ce0-b91d-7575fa648a2b	outbound	[0.9879641863265075, 0.15468279327773377, -1.183748692138228e-12]
98461f9b-164a-4a85-87af-3c825d975909	rest	[0.9991847988480059, 0.04037001054087633, -2.7191873493829356e-09]
09ef3e03-c9ef-4c2c-bc51-c6d405444d6a	return	[-0.8420386364217377, -0.5394172177202179, -1.7011161462488295e-10]
d60dcb4f-3179-45b8-80d2-6086813c7b85	return	[-0.8157088676970619, -0.5784626549401243, -7.103091743005569e-09]
4beb700c-3ab4-4440-bc61-0bc11e283f2f	rest	[0.9983340575698892, 0.057698435819707766, -1.9312714639470274e-12]
ca02753d-ed66-48b7-8db8-a2d45bb05c51	outbound	[0.7695644144644872, 0.6385691912314051, 6.193541162919683e-09]
a13939d9-23c1-4c30-81ca-e271181e71b6	outbound	[-0.6855868167128107, -0.7279908768312926, 2.238009285318656e-09]
f83751ac-41b6-49f5-a414-c575a8eccca1	return	[-0.8707332045224058, 0.4917557183624224, 2.0666912078793232e-10]
12dc84c3-bd68-4d62-9973-84d9fc3ec205	rest	[-0.7264541792031232, -0.6872149049011647, 1.5556416565880201e-09]
7c54b29c-53e0-40da-bdba-869ed1b99d14	outbound	[0.9861145549842905, -0.16606650609961904, 9.231431137059814e-09]
30ef8355-bd71-4857-b0e4-8a38ec3c21b0	rest	[0.36858402017216135, 0.9295944384911774, -1.1894743119464752e-08]
4f42055d-bced-4ebc-b3e8-9673ad8450e9	outbound	[-0.9428728457352018, -0.3331528129480562, -7.332319367877342e-09]
751e3672-f08b-493f-8cac-3952eea00885	return	[0.9999631422143762, 0.00858569815164981, -2.0484522733606625e-10]
545fd8e1-0498-4949-9196-d95a95beed2c	outbound	[0.9971850218911488, -0.07498021149576622, -9.165241487504303e-09]
35a5830b-c117-41d2-9220-8c3eb67da044	rest	[-0.6093093305806144, 0.7929326198785137, -3.4553306047441556e-10]
98461f9b-164a-4a85-87af-3c825d975909	return	[0.7226903440314381, -0.6911719515748027, -1.8569364827854913e-08]
87328147-17da-4bbd-9b23-4d03bfee316c	outbound	[-0.1869910526163246, 0.9823616168404784, -2.5728630745213704e-09]
66b63748-820a-4679-906d-c60ea39a255d	outbound	[-0.5970344766148609, 0.8022155780918362, -9.624141001705302e-10]
519b54f5-ff31-41c0-9860-c0d74e379858	rest	[-0.3227387585556682, 0.9464880843021459, 1.1691547580433433e-09]
12dc84c3-bd68-4d62-9973-84d9fc3ec205	return	[0.6826186050510193, -0.7307748217051544, 1.8559284539434563e-09]
1e9adecf-f946-4784-a3aa-7f6d76e01282	return	[0.9919236788942355, 0.12683617484347917, -5.129093524352945e-11]
a1409f8c-1670-4edd-9c8f-84e5ea6c9d64	return	[-0.9789224738809686, 0.20423219660661818, 4.142473636499071e-09]
ca02753d-ed66-48b7-8db8-a2d45bb05c51	rest	[-0.9992880740189077, -0.03772724643519293, -4.941922822639514e-10]
5b53d981-c9db-497d-93fb-7020b7297adc	outbound	[-0.7744313580616513, 0.6326579420593618, 4.4980852262774624e-09]
28c9f9b8-ca09-47e9-9fea-f08f636b44fb	rest	[0.679898833199537, 0.7333059229366066, 1.155410951278602e-09]
f5a8be3d-2f9e-46ee-a6d9-86183727cd0c	outbound	[0.1883150834637326, 0.9821086647311729, 2.8218662609309936e-09]
8cc4df46-7708-4e2a-8a0b-b6a8c695ccad	outbound	[0.9279495266301598, -0.3727058840786687, 2.1991146344108984e-09]
4beb700c-3ab4-4440-bc61-0bc11e283f2f	return	[0.198118681860317, -0.9801780388775961, -5.5541211992406215e-11]
7eb786bb-45f5-4157-9738-5ebd32465a9e	outbound	[0.8089804896700162, 0.5878354934275927, -1.5762909406569049e-09]
30ef8355-bd71-4857-b0e4-8a38ec3c21b0	return	[0.943071936359098, -0.3325888194932307, -1.530264952146863e-08]
519b54f5-ff31-41c0-9860-c0d74e379858	return	[-0.19016699696055017, -0.9817517574555218, 4.7654884988233033e-11]
efa936a4-dba9-48ca-b4c5-31a51f38bc2f	rest	[0.8286890061005213, -0.5597093273906826, 1.299759363061477e-08]
e1433e86-867d-42c6-bc41-2d4f4c712d8a	rest	[0.4089724044355303, 0.9125467508079903, -4.4629638932671535e-09]
66b63748-820a-4679-906d-c60ea39a255d	rest	[-0.2225833467564027, -0.9749136647656134, -8.64197148866252e-10]
bde85b2d-f8d3-479d-a9c7-620fff83d812	outbound	[0.9043455982828602, 0.426800935878093, 3.4743427415968244e-10]
4086805c-3f4d-41a3-9051-676b6c9ff70d	outbound	[0.10200825799677854, 0.9947835519852861, 3.1267983544362857e-09]
b0cad84f-2f3b-4fdb-9a25-1c64528fea98	outbound	[-0.7457290093536463, -0.6662493861974128, -5.255085651718836e-12]
82906543-044c-4c26-9c71-9b00b4f8e420	outbound	[0.7219127382124307, 0.6919841027123601, -5.4215509521460924e-09]
41c8cba7-04f0-4895-9268-eddc08df8ed0	outbound	[-0.7502089538811435, -0.6612008208680327, 4.757214699446583e-09]
7c400d8c-0aba-4c32-bafd-d90d826e4fd8	return	[0.22210520983394597, 0.9750227052559437, -8.473246211644976e-09]
c094a56f-6edb-412c-b94a-2b247bd547f5	rest	[-0.7414086182208722, -0.6710538434640074, -1.2009438878914472e-08]
57e00fc8-b80e-4574-a69a-22b44fdfbec3	outbound	[0.6929375813090096, 0.7209975786433819, -4.5599111743843206e-09]
a13939d9-23c1-4c30-81ca-e271181e71b6	rest	[0.23996335457401763, -0.9707819469178361, -4.821967302944639e-10]
53e66842-49de-47bc-be81-339ab7189236	outbound	[-0.8786671565933519, -0.47743484154819865, 1.7746232654454365e-08]
3c6110ba-c4b2-4fe7-95d9-93b6b4eadc76	rest	[0.963548235285954, 0.26753466743082777, 2.9116712883538327e-09]
ca02753d-ed66-48b7-8db8-a2d45bb05c51	return	[-0.9602880220373596, 0.27901059967602565, 5.512606450723557e-10]
7eb786bb-45f5-4157-9738-5ebd32465a9e	rest	[0.9935599441709538, 0.11330771085416683, -2.06117160438186e-10]
bd189421-7192-4b6c-a183-ba39fb09d31d	return	[-0.8176557899997113, 0.5757073988407199, 4.779910223178767e-11]
41c8cba7-04f0-4895-9268-eddc08df8ed0	rest	[-0.40559364784981444, -0.9140534956029001, -8.66570294839621e-09]
a13939d9-23c1-4c30-81ca-e271181e71b6	return	[0.010676250240413687, -0.9999430072163131, -2.3775545172527762e-09]
35a5830b-c117-41d2-9220-8c3eb67da044	return	[0.391491521708019, 0.9201817148969761, 1.7684363860170908e-09]
efa936a4-dba9-48ca-b4c5-31a51f38bc2f	return	[-0.6814983088998421, 0.7318196874686107, 7.847115470873357e-10]
df37dae5-d91b-4a89-876e-1cfad118c48c	outbound	[-0.982550303310817, 0.18599704692231467, -7.3223355481553736e-09]
d3f7029f-ad38-4070-b412-b8897cf3b339	outbound	[-0.05298933863885996, 0.998595078092525, -5.140317530935617e-09]
57e00fc8-b80e-4574-a69a-22b44fdfbec3	rest	[0.5801545702462867, 0.8145063993747048, 1.1807469734149272e-08]
a5b6ecb7-bb7e-4440-aa95-1bde00161e7f	outbound	[-0.408142793095307, 0.9129181017179808, 3.1129992322469e-09]
10942439-bca2-42fd-ab14-dcfe0f31cd79	rest	[-0.4991741718821513, 0.8665016711615557, 5.052595035496675e-10]
08f9e0b9-a21a-4488-a897-f96cfa5b34dc	outbound	[-0.6758712342281323, 0.7370197247990997, -8.333288630033916e-09]
3202e23d-c155-4a69-a80f-6f81f76ab39b	outbound	[0.9724442561924, 0.23313551552350337, 4.160706215273367e-09]
df37dae5-d91b-4a89-876e-1cfad118c48c	rest	[-0.8870338938654628, -0.4617043113659164, 6.954226441553869e-12]
7eb786bb-45f5-4157-9738-5ebd32465a9e	return	[-0.49492755226693314, 0.8689342426254487, -1.7116577265859578e-10]
65bad5e5-cf21-488b-bc1f-06cd9c6e23f5	outbound	[0.5286597426878932, 0.8488338332448646, -1.0689736998802292e-09]
abe16fb9-42ba-42ee-900d-053439d41785	outbound	[0.578854712110083, 0.8154306974034966, -8.753889562507567e-09]
9fad8d1b-8b67-4ce0-b91d-7575fa648a2b	rest	[0.3083075386458679, -0.9512867399549553, -2.904504895480751e-09]
49f22160-d060-4fbe-8b98-2ee2e1c47304	return	[0.18150649401475064, 0.9833897460470459, -3.2992017057265764e-09]
6739481b-4897-42d1-897b-bc1f4e4c63c1	rest	[0.9922585349035773, 0.12418937116760886, -1.5554935518380552e-10]
06c7edd5-d8dc-4158-a888-1a4676f7c277	outbound	[0.3591996354006931, 0.9332607470198289, -3.6469972893738785e-09]
b4874646-29df-442d-b4ec-7c13f907020f	rest	[0.5379988384962329, 0.8429455793683863, -6.247530987865436e-11]
f5a8be3d-2f9e-46ee-a6d9-86183727cd0c	rest	[0.7375560977146416, 0.6752858674102026, 2.0651146572901544e-09]
7fc491d6-2258-46b6-b66f-b5e32917decb	rest	[0.7696675393237261, -0.6384448910527518, -2.2002004075524697e-10]
da97d7cb-df5e-4404-b1cb-687abf1ad1e3	outbound	[-0.07321342973775041, 0.997316295718683, -4.502309142541187e-09]
73539bcc-e974-4c49-82d4-f1f7df35546f	outbound	[0.9735047840193359, -0.22866664709018156, -7.764342679029583e-09]
a184eedb-a83c-48c0-af73-7b6dd8549d2a	rest	[0.24691102043114171, 0.9690381561061734, -1.658472376088114e-11]
d3f7029f-ad38-4070-b412-b8897cf3b339	rest	[0.6852365759611876, 0.7283205578349325, -2.2403996084028064e-09]
65bad5e5-cf21-488b-bc1f-06cd9c6e23f5	rest	[0.8092967130557797, 0.5874000597864382, 5.787691961419788e-24]
078405e6-8846-44b3-8ec1-85ea37b39424	rest	[-0.5860930114950845, 0.8102437792890622, 2.695291419421015e-11]
06c7edd5-d8dc-4158-a888-1a4676f7c277	rest	[-0.9776080048678141, 0.21043428622344956, 5.866508884516193e-11]
66b63748-820a-4679-906d-c60ea39a255d	return	[-0.30767277496219947, 0.951492229893161, 1.1351352485835014e-11]
078405e6-8846-44b3-8ec1-85ea37b39424	return	[0.6129582991374751, -0.7901152596415878, -3.823859671358341e-11]
a4b129cd-3aa0-4789-845c-23e37be1608e	outbound	[0.5645512076832315, 0.82539804573515, -2.109272475297668e-09]
70536226-2791-43be-a847-72d2edf1c0c8	rest	[-0.9313182837491989, 0.3642063348631467, 7.286497709225059e-11]
6b0cee4d-4ab4-4bb7-8a62-4f4f03e40fb9	outbound	[-0.24259215789765712, 0.9701283651798654, 3.23054353510643e-09]
7be703ba-cf5f-4175-ac01-4b48eb861472	return	[0.19095782786844712, -0.9815982416323719, 7.179334799401506e-12]
2a11abfa-5276-46ac-9c8f-ec35160aef4b	outbound	[-0.765615495862483, -0.643298462997732, -7.789060866111045e-09]
c094a56f-6edb-412c-b94a-2b247bd547f5	return	[-0.6359645620336756, -0.7717182619565992, -3.258737064641045e-08]
2ca3af2b-faf5-4ccb-abb8-b1b6c0b8b849	outbound	[0.1983834183460827, -0.9801244917485346, -8.538345243206693e-09]
e6a39ad1-8f2f-49fb-ba0e-a318e7efa53d	rest	[0.04574625399107771, 0.9989530921148317, 2.5391855376771088e-12]
8964eed6-c1a6-4405-bb46-3ee99a073549	outbound	[-0.834027569584422, 0.5517227684019417, 2.7831556150931944e-09]
788df81b-8b33-4f74-b2fa-90139734f6a5	rest	[-0.09047056973942898, 0.9958991294358193, -1.4203683786381945e-10]
4086805c-3f4d-41a3-9051-676b6c9ff70d	rest	[0.9945598038943491, 0.10416715642482582, 5.3010145785011875e-11]
ca441dd7-3be5-49ad-b52c-d9db72fea335	rest	[0.9942992502656213, -0.10662551721433128, 5.624333853058808e-10]
1acbba5e-b6f3-47d9-b423-e31f67e9e0c6	outbound	[-0.4310648500121578, -0.9023209490441835, 3.0023909654261854e-09]
90a5a96a-9519-4919-b3ad-6533a9420b8d	outbound	[-0.7160216261990175, -0.6980780979341166, -8.286233222463253e-09]
4f7c687d-2c0d-4808-b4a1-ff9052731f27	outbound	[-0.6681692599585222, 0.7440093010483679, 6.5929542225675834e-12]
74542195-728d-4791-87d6-5488a86a8c4e	return	[-0.874977811624817, -0.48416301920349714, 2.762134371918861e-12]
5e0a0b55-709d-451a-8ed7-2f5eb6665910	return	[0.4455063272407398, -0.8952787903153223, -1.8186495460926347e-11]
5b3ff825-bb18-4029-a5f0-337440f53565	outbound	[-0.5656892143843716, -0.8246185255796719, -3.1166093769287094e-10]
fcda5b83-73bb-4066-ac63-189434729366	outbound	[0.9495988748269099, 0.3134676648834241, -5.816262325204523e-09]
6b0cee4d-4ab4-4bb7-8a62-4f4f03e40fb9	rest	[-0.40966205978876835, -0.9122373576924064, -1.7574800329742774e-11]
4bd35d63-8e08-480d-b3c2-0a59a74786c2	outbound	[0.9999998767461706, -0.0004964953612949519, 6.136322855067852e-09]
ddf0c7c5-8632-4aa9-9a27-fb202a893ccb	outbound	[0.7971601479994135, -0.6037679176981444, 1.015486127862692e-11]
9fad8d1b-8b67-4ce0-b91d-7575fa648a2b	return	[0.9944707876608866, 0.10501358240311448, -1.0334880128165431e-08]
122b958b-9afe-4671-9c8c-6a65f8ee880b	outbound	[-0.6164500759716875, 0.7873939953000025, 2.0400844317135563e-09]
ca441dd7-3be5-49ad-b52c-d9db72fea335	return	[-0.7369978515783591, 0.6758950856226753, 4.8072713301670266e-11]
d6cbca79-f12b-4afd-97ba-34bef5e76606	outbound	[0.740079949545549, -0.6725188980844012, -3.6989114978602664e-12]
5182fdcf-5988-4fd2-b955-aa10fa76b370	rest	[0.09430040522506525, 0.9955437878739378, 1.2594124771036005e-10]
19e418a4-c4d9-4abe-9c62-6b07396a8136	outbound	[-0.32798760836510527, 0.9446820252121548, 3.810004553885577e-09]
7c54b29c-53e0-40da-bdba-869ed1b99d14	rest	[-0.004725900025690177, 0.9999888328721211, -9.803629814972709e-10]
46917ad3-3b8a-4d2e-a497-2789ee1fab74	outbound	[-0.34929668157566734, 0.9370121814791025, -1.5385301725495296e-10]
3c6110ba-c4b2-4fe7-95d9-93b6b4eadc76	return	[0.6747485867858289, 0.7380476574249974, 5.078285356448154e-09]
8964eed6-c1a6-4405-bb46-3ee99a073549	rest	[0.4887339004578768, -0.8724329054679391, 4.926302454053546e-11]
